,id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,quit
508,111791,purchasing,middle,medium,7,no,no,4,39600,no
509,752747,sales,junior,medium,5,no,yes,4,25200,no
510,150407,marketing,middle,low,5,no,no,4,25200,no
511,573622,technology,middle,medium,9,no,no,2,49200,no
512,212890,marketing,middle,low,6,no,no,4,31200,no
513,736757,sales,junior,medium,3,no,no,4,27600,no
514,560800,sales,middle,low,4,no,yes,4,28800,no
515,458933,technology,middle,low,1,no,no,4,22800,no
516,448763,marketing,junior,medium,2,no,no,4,31200,no
517,773074,purchasing,junior,medium,2,no,no,4,21600,no
518,759414,sales,middle,medium,4,no,no,2,40800,no
519,167234,technology,junior,medium,1,no,no,3,30000,yes
520,842313,marketing,middle,medium,6,no,no,4,46800,no
521,908147,technology,junior,medium,2,no,no,3,30000,yes
522,949422,technology,junior,medium,1,no,no,4,34800,no
523,707523,marketing,middle,medium,4,no,no,4,46800,no
524,530685,technology,middle,medium,7,no,yes,1,43200,no
525,260653,purchasing,middle,low,2,no,no,4,19200,no
526,173646,sales,junior,low,2,no,no,5,19200,no
527,205797,sales,junior,high,1,no,no,4,34800,no
528,118445,marketing,junior,medium,1,no,no,4,27600,no
529,759268,sales,junior,medium,1,no,no,2,21600,yes
530,923015,sales,junior,medium,2,no,no,4,27600,no
531,927854,sales,middle,medium,4,no,yes,4,33600,no
532,575179,sales,junior,medium,2,no,no,3,21600,yes
533,577519,technology,middle,medium,2,no,no,3,39600,no
534,536122,technology,middle,medium,4,no,yes,2,39600,no
535,505334,technology,junior,medium,1,no,no,5,36000,no
536,190814,technology,middle,low,7,no,no,5,22800,no
537,855809,technology,senior,medium,10,no,no,4,62400,no
538,883753,purchasing,middle,low,5,no,no,3,24000,no
539,523054,technology,junior,medium,2,no,no,3,26400,yes
540,322207,sales,junior,medium,2,no,no,4,21600,no
541,762042,marketing,junior,low,5,no,yes,3,16800,yes
542,353309,purchasing,junior,medium,1,no,no,3,21600,yes
543,727524,technology,middle,medium,9,no,no,3,49200,no
544,203889,technology,junior,low,2,no,no,5,22800,no
545,151582,sales,junior,high,1,no,no,5,31200,yes
546,707087,sales,middle,medium,9,no,no,3,37200,no
547,819662,sales,middle,medium,4,no,no,2,42000,no
548,186358,technology,middle,high,2,no,no,3,55200,no
549,473781,sales,middle,medium,5,no,no,5,39600,no
550,613427,marketing,senior,medium,3,no,yes,3,61200,no
551,490035,purchasing,junior,low,2,no,no,4,19200,no
552,726381,sales,senior,medium,8,no,no,4,58800,no
553,534236,technology,junior,low,5,no,no,4,24000,no
554,723507,purchasing,junior,medium,2,no,no,2,27600,no
555,862161,sales,middle,high,6,yes,no,4,52800,no
556,922363,purchasing,junior,low,3,no,no,5,13200,no
557,614291,purchasing,middle,medium,8,no,no,1,32400,no
558,411312,marketing,junior,medium,2,no,no,4,31200,no
559,485401,marketing,junior,medium,4,no,no,4,27600,no
560,347539,sales,middle,low,5,no,no,3,18000,no
561,319900,technology,junior,medium,1,no,no,5,31200,no
562,568899,marketing,junior,medium,1,no,no,3,30000,yes
563,252617,sales,junior,medium,1,no,no,3,20400,yes
564,118829,sales,middle,low,5,no,no,4,19200,no
565,163951,technology,junior,medium,1,no,yes,4,34800,no
566,789162,sales,junior,medium,3,no,no,4,25200,no
567,719265,sales,junior,low,1,no,yes,2,14400,yes
568,518069,sales,middle,medium,4,no,no,4,33600,no
569,534213,hr,junior,low,1,no,no,3,15600,yes
570,863774,purchasing,junior,medium,3,no,no,4,26400,no
571,678703,hr,junior,low,1,no,no,4,13200,yes
572,883795,sales,middle,medium,8,no,no,4,33600,no
573,577161,sales,senior,medium,8,no,no,5,58800,no
574,561304,marketing,middle,medium,3,no,no,4,42000,no
575,672940,sales,junior,medium,1,no,no,5,25200,no
576,138990,technology,junior,medium,2,no,no,2,30000,yes
577,686058,technology,junior,medium,2,no,no,5,32400,no
578,702678,purchasing,middle,medium,7,no,no,1,32400,no
579,297400,sales,junior,medium,4,no,no,5,21600,no
580,917521,marketing,middle,medium,7,no,no,3,44400,no
581,778267,technology,middle,high,4,no,no,4,69600,no
582,175454,sales,junior,medium,1,no,no,4,27600,no
583,393542,sales,junior,low,1,no,no,4,12000,yes
584,939591,marketing,middle,medium,1,no,no,4,42000,no
585,577750,sales,middle,medium,7,no,no,2,36000,no
586,849327,sales,junior,low,2,no,no,4,12000,no
587,861894,marketing,middle,low,7,no,yes,3,25200,no
588,473348,marketing,junior,low,1,no,no,3,13200,yes
589,640751,technology,junior,high,1,no,no,5,42000,no
590,709003,marketing,middle,low,6,no,yes,3,24000,yes
591,761312,sales,junior,medium,1,no,no,4,25200,no
592,669856,technology,middle,medium,7,no,no,5,45600,no
593,493483,technology,junior,low,2,no,no,4,19200,no
594,410546,sales,middle,high,4,no,no,5,54000,no
595,296508,technology,middle,low,3,no,no,4,22800,yes
596,648506,purchasing,junior,medium,3,no,no,4,25200,yes
597,956990,hr,middle,high,4,no,no,2,52800,no
598,313328,technology,junior,medium,2,no,no,5,26400,no
599,218686,purchasing,junior,low,1,no,no,3,19200,yes
600,546410,technology,junior,medium,1,no,yes,4,26400,yes
601,353769,sales,middle,high,7,no,no,3,46800,no
602,227519,technology,junior,medium,1,no,no,4,34800,no
603,656623,sales,junior,medium,1,no,no,4,21600,no
604,458329,sales,junior,low,1,no,no,1,12000,yes
605,496276,sales,middle,medium,8,no,yes,4,33600,no
606,567588,hr,middle,low,4,no,no,5,30000,no
607,496441,sales,senior,high,4,no,no,4,79200,no
608,661939,hr,middle,medium,8,no,no,3,39600,no
609,192429,sales,junior,low,1,no,no,4,12000,yes
610,342139,technology,junior,medium,1,no,no,4,27600,yes
611,221361,hr,middle,high,6,no,yes,3,57600,no
612,150134,purchasing,middle,high,1,no,yes,2,57600,no
613,507070,hr,junior,low,2,no,no,4,16800,no
614,495718,technology,junior,medium,1,no,no,5,27600,yes
615,511259,sales,junior,medium,2,no,no,3,20400,no
616,845890,purchasing,junior,low,3,no,no,4,19200,no
617,850255,hr,middle,medium,3,no,no,3,40800,no
618,155350,sales,junior,medium,1,no,no,3,20400,yes
619,424814,sales,junior,medium,1,no,no,5,25200,no
620,134036,technology,junior,medium,3,no,no,4,26400,no
621,226384,purchasing,junior,low,4,no,no,4,19200,no
622,831597,marketing,junior,low,1,no,yes,3,19200,yes
623,663386,sales,junior,medium,4,no,no,4,27600,yes
624,212010,sales,senior,high,7,no,no,4,79200,no
625,611736,sales,middle,medium,4,no,no,3,36000,no
626,556604,hr,junior,medium,2,no,no,4,22800,no
627,307571,hr,junior,medium,4,no,no,4,22800,no
628,635279,marketing,junior,high,1,no,yes,3,37200,yes
629,253437,sales,junior,medium,2,no,no,4,21600,no
630,665417,sales,middle,medium,5,no,no,3,33600,no
631,268844,sales,middle,low,7,no,no,4,19200,no
632,932914,sales,junior,medium,4,no,no,5,25200,no
633,925908,technology,junior,low,1,no,no,3,19200,yes
634,907513,purchasing,senior,medium,9,no,yes,3,44400,no
635,284556,technology,junior,medium,1,no,no,4,36000,no
636,184246,sales,middle,high,8,no,no,3,46800,yes
637,403240,technology,middle,high,7,no,no,4,56400,no
638,609419,purchasing,middle,medium,7,no,no,5,45600,no
639,964694,sales,middle,high,3,no,no,3,55200,no
640,460196,sales,junior,medium,2,no,no,4,27600,no
641,124018,marketing,middle,low,5,no,yes,2,20400,no
642,703566,sales,senior,medium,8,no,no,5,45600,no
643,945162,purchasing,junior,high,2,no,no,3,38400,yes
644,636482,sales,senior,medium,9,no,yes,3,57600,no
645,811981,sales,junior,low,1,no,no,2,12000,yes
646,396123,sales,junior,medium,1,no,no,4,25200,no
647,181071,sales,middle,medium,4,no,no,3,42000,no
648,349559,marketing,senior,high,6,yes,no,4,84000,no
649,517854,technology,junior,low,4,no,no,5,15600,no
650,950585,sales,middle,medium,7,no,yes,2,37200,no
651,496018,technology,junior,medium,2,no,no,5,36000,no
652,724272,sales,senior,medium,3,no,no,3,50400,no
653,867838,purchasing,junior,high,1,no,no,1,33600,yes
654,646090,sales,middle,medium,5,no,no,4,38400,no
655,251130,purchasing,middle,medium,5,no,no,3,43200,no
656,886982,sales,middle,low,7,no,no,3,19200,no
657,223309,technology,middle,medium,4,no,no,4,46800,no
658,473704,marketing,junior,medium,1,no,yes,3,31200,yes
659,520605,technology,middle,medium,5,no,no,4,39600,no
660,873352,purchasing,middle,medium,7,no,yes,3,43200,no
661,601365,purchasing,middle,medium,6,no,yes,1,37200,no
662,818639,marketing,middle,medium,6,no,no,5,40800,no
663,715973,technology,junior,medium,1,no,no,5,26400,no
664,951683,technology,junior,high,2,no,no,4,38400,yes
665,165279,marketing,middle,medium,1,yes,no,3,36000,no
666,511721,sales,middle,high,9,no,no,4,48000,no
667,770887,sales,middle,low,1,no,no,3,27600,yes
668,898066,purchasing,middle,medium,9,no,no,3,33600,no
669,693127,technology,junior,high,2,no,no,4,48000,no
670,254713,technology,junior,medium,1,no,no,5,27600,yes
671,990258,sales,junior,low,1,no,no,5,15600,yes
672,668170,technology,junior,medium,1,no,no,3,30000,yes
673,463451,marketing,senior,high,3,no,no,2,79200,no
674,127902,marketing,junior,medium,2,no,no,4,27600,no
675,933480,technology,middle,medium,4,no,no,3,49200,no
676,364977,sales,junior,medium,5,no,yes,3,27600,no
677,866027,purchasing,middle,low,1,no,no,3,19200,no
678,192309,technology,junior,medium,3,no,no,4,26400,no
679,936105,marketing,junior,low,1,no,no,1,16800,yes
680,229882,marketing,middle,medium,4,yes,no,3,44400,no
681,537945,purchasing,junior,low,1,no,no,5,15600,no
682,129462,hr,junior,low,1,no,no,3,16800,yes
683,951305,sales,junior,medium,2,no,no,3,27600,yes
684,394573,technology,senior,medium,7,no,yes,1,60000,no
685,505115,sales,middle,high,4,no,no,4,52800,no
686,707118,sales,junior,medium,3,no,no,4,25200,no
687,494392,sales,middle,low,1,yes,no,2,18000,no
688,732552,sales,senior,low,10,no,no,2,37200,no
689,809571,hr,middle,medium,8,no,no,4,36000,no
690,863394,sales,junior,medium,2,no,no,2,24000,no
691,653326,marketing,junior,medium,3,no,no,4,31200,no
692,716411,sales,junior,high,1,no,yes,2,30000,yes
693,606560,marketing,middle,medium,10,no,no,4,36000,no
694,859182,hr,senior,low,8,no,no,3,38400,no
695,937467,purchasing,middle,high,6,no,no,4,54000,no
696,676019,marketing,junior,medium,4,no,no,4,31200,no
697,298764,marketing,junior,medium,1,no,no,4,28800,no
698,712205,sales,middle,medium,9,no,yes,3,42000,no
699,214122,marketing,junior,low,1,no,no,4,20400,no
700,540037,hr,senior,high,10,no,no,4,81600,no
701,631939,sales,middle,medium,3,no,yes,3,42000,no
702,638157,sales,middle,medium,7,no,no,5,44400,no
703,880276,sales,junior,medium,2,no,no,3,20400,yes
704,816659,sales,junior,low,1,no,no,4,12000,yes
705,305189,marketing,junior,medium,1,no,no,2,26400,no
706,304206,hr,junior,medium,1,no,no,5,26400,no
707,739914,purchasing,middle,low,7,no,yes,3,24000,no
708,830980,hr,middle,medium,5,no,yes,3,34800,no
709,380304,sales,junior,medium,1,no,no,5,25200,no
710,545667,sales,junior,low,2,no,no,3,14400,yes
711,315223,sales,middle,low,6,no,no,3,22800,no
712,627968,marketing,middle,low,3,no,no,5,20400,yes
713,506146,purchasing,junior,low,1,no,no,4,19200,no
714,598068,marketing,junior,medium,1,no,no,4,24000,no
715,898830,technology,middle,low,6,no,no,2,33600,no
716,951179,sales,middle,low,8,no,no,3,19200,yes
717,100459,purchasing,junior,medium,3,no,no,3,21600,yes
718,525666,hr,junior,medium,2,no,no,4,26400,no
719,502608,sales,junior,medium,2,no,no,4,25200,no
720,258280,purchasing,middle,medium,6,yes,yes,3,32400,no
721,390823,sales,middle,high,7,no,no,3,45600,no
722,926212,hr,junior,medium,1,no,yes,3,22800,yes
723,883567,sales,middle,medium,7,no,no,3,42000,no
724,207177,purchasing,junior,low,1,no,no,4,19200,no
725,371596,marketing,middle,low,9,no,no,2,25200,no
726,275938,technology,junior,low,1,no,no,3,18000,yes
727,416610,purchasing,middle,high,8,no,no,2,56400,no
728,569245,purchasing,middle,medium,1,no,no,4,39600,no
729,312375,technology,senior,high,10,no,no,4,87600,no
730,671914,sales,senior,medium,3,no,yes,3,55200,no
731,307323,marketing,junior,medium,3,no,no,2,22800,yes
732,454521,technology,junior,low,1,no,no,4,19200,yes
733,713357,marketing,junior,high,2,no,no,4,42000,yes
734,531151,marketing,junior,low,1,no,no,2,16800,no
735,362787,marketing,junior,low,1,no,yes,2,16800,yes
736,813171,sales,junior,medium,1,no,yes,3,26400,yes
737,103830,technology,junior,high,1,no,yes,3,42000,yes
738,236178,sales,middle,high,4,no,no,4,58800,no
739,394849,marketing,junior,low,1,no,no,3,19200,yes
740,563816,hr,junior,medium,2,no,no,3,30000,yes
741,519979,sales,junior,medium,4,no,no,1,26400,no
742,156992,purchasing,junior,medium,1,no,yes,3,27600,yes
743,183198,purchasing,junior,medium,2,no,no,4,25200,no
744,815795,hr,middle,medium,6,no,no,4,40800,no
745,344001,marketing,middle,low,3,yes,no,5,26400,no
746,841617,sales,junior,low,1,no,no,5,15600,no
747,587096,technology,junior,medium,1,no,no,2,30000,yes
748,673369,sales,middle,medium,3,no,no,4,38400,no
749,400813,technology,middle,medium,6,no,no,3,51600,no
750,803469,sales,middle,medium,2,no,no,3,43200,no
751,612610,hr,junior,medium,2,no,yes,1,21600,yes
752,332840,purchasing,junior,medium,1,no,no,4,28800,no
753,106198,purchasing,junior,low,2,no,no,5,19200,no
754,694829,purchasing,middle,low,5,no,no,4,19200,no
755,244130,technology,junior,medium,2,no,no,2,30000,no
756,917933,sales,middle,medium,6,no,no,4,43200,no
757,633665,sales,junior,medium,1,no,no,3,21600,yes
758,271666,hr,senior,medium,8,no,no,5,62400,no
759,829515,purchasing,junior,medium,2,no,yes,1,21600,yes
760,642863,purchasing,junior,medium,1,no,no,2,21600,yes
761,814559,purchasing,middle,medium,4,no,no,3,33600,no
762,603902,purchasing,senior,medium,1,no,no,5,48000,no
763,307574,purchasing,junior,medium,2,no,no,5,26400,no
764,749124,sales,senior,medium,3,no,no,4,52800,no
765,433225,purchasing,middle,medium,7,no,no,2,33600,no
766,338184,purchasing,junior,medium,2,no,no,4,26400,no
767,201695,marketing,junior,medium,1,no,no,4,31200,yes
768,910055,marketing,middle,medium,6,no,no,3,46800,no
769,495682,technology,senior,medium,6,no,no,4,64800,no
770,334950,sales,junior,low,1,no,no,4,15600,yes
771,476065,purchasing,junior,medium,4,no,no,4,25200,no
772,206770,sales,junior,medium,1,no,no,5,22800,yes
773,465243,sales,middle,high,2,no,no,4,58800,no
774,365282,technology,junior,low,1,no,no,3,19200,yes
775,303334,sales,middle,low,7,no,no,4,19200,no
776,205918,marketing,junior,low,1,no,no,4,18000,no
777,564951,purchasing,middle,medium,3,no,no,4,44400,no
778,710060,purchasing,middle,medium,5,yes,no,2,42000,no
779,789120,purchasing,middle,medium,3,no,no,3,32400,no
780,184133,technology,middle,low,8,no,no,4,22800,no
781,534541,purchasing,junior,high,1,no,no,4,36000,no
782,819801,sales,middle,low,9,no,no,4,24000,no
783,586699,purchasing,senior,medium,5,no,yes,3,50400,no
784,868683,marketing,middle,medium,9,no,no,4,42000,no
785,172219,sales,senior,high,9,no,no,3,63600,no
786,602539,sales,junior,medium,4,no,no,4,25200,no
787,311330,purchasing,middle,high,3,no,no,4,55200,no
788,934171,hr,middle,medium,5,no,no,4,36000,no
789,915120,hr,middle,medium,1,no,no,5,45600,no
790,274887,purchasing,middle,low,5,no,no,4,30000,no
791,214653,sales,middle,medium,2,no,no,2,32400,no
792,121914,technology,middle,medium,7,no,no,5,40800,no
793,127402,hr,junior,medium,1,no,no,5,24000,no
794,278033,purchasing,junior,medium,1,no,yes,2,21600,yes
795,354272,marketing,middle,low,4,no,no,4,25200,no
796,766715,sales,junior,medium,1,no,no,4,27600,no
797,106460,sales,junior,medium,1,no,no,1,20400,yes
798,748826,sales,junior,low,1,no,no,3,12000,yes
799,702417,sales,middle,medium,3,no,no,4,43200,no
800,705091,purchasing,middle,low,8,no,no,4,30000,no
801,601183,sales,junior,medium,2,no,no,3,24000,no
802,559389,technology,middle,medium,1,no,no,3,44400,no
803,185720,hr,middle,low,1,no,no,3,19200,yes
804,205244,hr,junior,medium,4,no,no,1,28800,no
805,898977,purchasing,junior,medium,1,no,yes,3,25200,yes
806,618875,marketing,junior,medium,3,no,no,5,28800,no
807,639472,sales,senior,high,4,no,no,1,68400,no
808,172080,sales,junior,low,1,no,no,5,12000,yes
809,217564,technology,junior,low,1,no,no,5,22800,yes
810,625285,sales,middle,medium,8,no,no,5,38400,no
811,237737,hr,junior,medium,3,no,no,4,30000,no
812,390617,marketing,junior,medium,2,no,no,4,31200,no
813,193548,marketing,junior,high,1,no,no,4,34800,yes
814,800137,marketing,middle,low,7,no,no,5,32400,no
815,698359,technology,middle,medium,6,no,no,1,49200,no
816,431546,sales,middle,low,5,no,no,4,28800,no
817,912192,hr,junior,low,3,no,yes,3,19200,yes
818,542565,sales,middle,medium,4,no,no,3,40800,no
819,129888,sales,middle,medium,2,no,no,3,32400,no
820,257267,marketing,senior,high,8,no,no,5,79200,no
821,356110,sales,senior,high,7,no,yes,3,78000,no
822,280207,sales,middle,medium,5,no,no,3,33600,no
823,700631,marketing,senior,high,7,yes,no,4,75600,no
824,289921,marketing,senior,high,9,yes,no,4,70800,no
825,752186,sales,middle,medium,4,no,no,4,44400,no
826,953791,technology,senior,high,4,no,no,2,91200,no
827,766750,sales,junior,medium,3,no,yes,3,26400,yes
828,895141,purchasing,junior,medium,1,no,no,3,25200,no
829,766157,sales,junior,high,2,no,no,5,34800,no
830,698054,sales,middle,high,3,no,no,5,60000,no
831,116128,purchasing,junior,medium,2,no,no,4,22800,no
832,425251,sales,middle,low,3,no,no,4,24000,no
833,734391,sales,middle,medium,1,no,yes,3,32400,no
834,592801,sales,junior,medium,3,no,yes,2,27600,yes
835,328361,purchasing,junior,medium,1,no,no,4,21600,no
836,544517,purchasing,junior,low,1,no,no,3,12000,yes
837,692002,sales,junior,medium,1,no,no,4,21600,yes
838,183273,purchasing,middle,medium,1,no,no,4,39600,no
839,710706,technology,middle,medium,7,no,no,3,39600,no
840,175851,technology,senior,medium,2,no,no,5,57600,no
841,996445,sales,junior,low,2,no,no,1,12000,yes
842,180347,technology,junior,medium,1,no,no,4,26400,yes
843,523201,sales,middle,medium,3,no,no,4,38400,no
844,768274,purchasing,junior,low,4,no,no,4,19200,no
845,559622,hr,junior,low,4,no,no,1,12000,yes
846,861487,sales,senior,medium,10,no,no,3,57600,no
847,775797,purchasing,middle,high,7,no,no,2,52800,no
848,633488,technology,senior,high,6,no,no,4,79200,yes
849,472571,marketing,junior,medium,2,no,no,4,24000,no
850,954474,technology,junior,low,3,no,no,5,19200,no
851,632718,sales,middle,medium,8,no,no,2,37200,no
852,238106,sales,middle,medium,2,no,yes,2,37200,no
853,783721,technology,senior,low,6,no,no,4,39600,no
854,721475,sales,junior,medium,2,no,no,2,24000,yes
855,675722,sales,junior,medium,1,no,no,1,26400,yes
856,417443,purchasing,middle,high,2,no,yes,2,46800,yes
857,546733,sales,junior,medium,4,no,no,4,21600,no
858,661983,sales,junior,high,1,no,no,1,32400,yes
859,400785,sales,junior,medium,1,no,no,3,24000,yes
860,376196,sales,middle,high,9,no,no,5,60000,no
861,581186,marketing,junior,low,2,no,no,4,14400,yes
862,369096,sales,junior,low,1,no,no,2,12000,yes
863,475679,sales,middle,low,7,no,no,4,24000,no
864,530649,sales,junior,medium,2,no,no,5,27600,no
865,304829,sales,junior,medium,2,no,no,4,28800,no
866,157179,technology,junior,medium,2,no,no,4,26400,no
867,139786,purchasing,middle,medium,3,no,no,4,33600,no
868,633067,sales,junior,low,5,no,no,5,18000,no
869,810702,sales,junior,medium,1,no,no,5,21600,yes
870,434946,technology,middle,low,7,no,no,4,22800,no
871,549008,purchasing,junior,medium,3,no,no,4,28800,no
872,563609,technology,junior,low,3,no,no,4,19200,no
873,121008,purchasing,junior,low,3,no,no,4,19200,no
874,887407,marketing,middle,medium,3,no,no,3,42000,no
